question_type,level_1,document_id,document_source,document_url,category,umls_cui,umls_semantic_types,umls_semantic_group,synonyms,question_id,question_focus,question,answer
causes,6313,0002573,GARD,https://rarediseases.info.nih.gov/gard/2491/glioblastoma,,C0017636,T191,Disorders,Glioblastoma multiforme|Gliosarcoma,0002573-3,Glioblastoma,What causes Glioblastoma?,"In most cases, the exact underlying cause of glioblastoma is unknown. In rare cases, they can occur in people with certain genetic syndromes such as neurofibromatosis type 1, Turcot syndrome and Li Fraumeni syndrome. In these cases, affected people usually have other characteristic features of the condition that are all caused by changes (mutations) in a specific gene."
causes,34101,0000130,NIDDK,http://www.niddk.nih.gov/health-information/health-topics/digestive-diseases/hirschsprung-disease/Pages/ez.aspx,,C0019569|C2931876,T019|T047,Disorders,,0000130-4,What I need to know about Hirschsprung Disease,What causes What I need to know about Hirschsprung Disease?,"Before birth, a childs nerve cells normally grow along the intestines in the direction of the anus. With HD, the nerve cells stop growing too soon. Why the nerve cells stop growing is unclear. Some HD is inherited, meaning it is passed from parent to child through genes. HD is not caused by anything a mother did while pregnant."
causes,7235,0005045,GARD,https://rarediseases.info.nih.gov/gard/6406/primary-familial-brain-calcification,,C0270685,T033,Disorders,FIBGC (formerly)|Idiopathic basal ganglia calcification 1|Fahr's Syndrome (formerly)|Bilateral striopallidodentate calcinosis|BSPDC,0005045-3,Primary Familial Brain Calcification,What causes Primary Familial Brain Calcification?,"PFBC is a genetic condition. Mutations in the SLC20A2 gene are thought to cause about half of the cases of PFBC. Mutations in the PDGFRB and PDGFB genes have also been shown to cause PFBC. In some cases, the genes responsible have not yet been found."
causes,10371,0001517,GARD,https://rarediseases.info.nih.gov/gard/6168/congenital-hepatic-fibrosis,,C0009714,T019|T047,Disorders,,0001517-2,Congenital hepatic fibrosis,What causes Congenital hepatic fibrosis?,"Isolated congenital hepatic fibrosis is rare. Congenital hepatic fibrosis is usually associated with conditions known as hepatorenal fibrocystic diseases (FCD) that can also affect the kidneys. Examples of FCDs include polycystic kidney disease (PKD) and nephronophthisis (NPHP). FCDs can be inherited as autosomal recessive , autosomal dominant , or X-linked recessive disorders."
causes,6097,0005345,GARD,https://rarediseases.info.nih.gov/gard/9568/retroperitoneal-fibrosis,,C0035357,T046,Disorders,Idiopathic retroperitoneal fibrosis|Ormond's disease|IgG4-related retroperitoneal fibrosis|Ormond disease,0005345-3,Retroperitoneal fibrosis,What causes Retroperitoneal fibrosis?,"The cause of retroperitoneal fibrosis is unknown in many cases (idiopathic). Some cases occur in association with other factors, including: Asbestos exposure Smoking Neoplasms (tumor) Infections Trauma Radiotherapy Surgery Use of certain drugs"
causes,7878,0001621,GARD,https://rarediseases.info.nih.gov/gard/6205/cramp-fasciculation-syndrome,,C0751381|C0015644|C0039082,T047|T184,Disorders,,0001621-3,Cramp-fasciculation syndrome,What causes Cramp-fasciculation syndrome?,"In many cases, the exact underlying cause of cramp-fasciculation syndrome (CFS) is unknown (idiopathic). In general, it is thought to be related to abnormal excitability (overactivity) of peripheral neurons. Some cases of CFS are associated with: Genetic disorders Autoimmune conditions Peripheral neuropathy Anterior-horn-cell disease Metabolic abnormalities"
causes,10076,0006255,GARD,https://rarediseases.info.nih.gov/gard/4380/type-1-plasminogen-deficiency,,C0398621,T047,Disorders,Hypoplasminogenemia,0006255-3,Type 1 plasminogen deficiency,What causes Type 1 plasminogen deficiency?,"Plasminogen deficiency, type 1 is caused by a mutation in a gene encoding plasminogen, an enzyme whose function is to dissolve fibrin clots. Fibrin clots form scabs at a wound site."
causes,15469,0000054,NIHSeniorHealth,http://nihseniorhealth.gov/peripheralarterialdisease/toc.html,,C1704436|C0085096,T047,Disorders,,0000054-8,Peripheral Arterial Disease (P.A.D.),What causes Peripheral Arterial Disease (P.A.D.)?,"The most common cause of P.A.D. is atherosclerosis, a buildup of plaque in the arteries. Over time, plaque can harden and narrow the arteries. This limits the flow of oxygen-rich blood to your organs and other parts of your body."
causes,15327,0000058,NIHSeniorHealth,http://nihseniorhealth.gov/prostatecancer/toc.html,,C0376358|C0600139,T191,Disorders,,0000058-14,Prostate Cancer,What causes Prostate Cancer?,"Scientists don't know exactly what causes prostate cancer. They cannot explain why one man gets prostate cancer and another does not. However, they have been able to identify some risk factors that are associated with the disease. A risk factor is anything that increases your chances of getting a disease."
causes,6117,0001692,GARD,https://rarediseases.info.nih.gov/gard/6224/cushings-syndrome,,C0010481|C0039082,T047,Disorders,Cushing syndrome|Hypercortisolism|Nodular primary adrenocortical dysplasia|Adrenal cortex adenoma|Adrenal hyperfunction resulting from pituitary acth excess|Cushing disease,0001692-3,Cushing's syndrome,What causes Cushing's syndrome?,"Cushing's syndrome is caused by long-term exposure of the body's tissues to cortisol, a hormone that is naturally produced by the adrenal gland. Exposure to too much cortisol can result from long-term use of corticosteriod medications used to treat inflammatory illnesses. Pituitary adenomas (benign tumors of the pituitary gland) or tumors of the adrenal gland may also cause cortisol imbalances."
causes,6206,0005625,GARD,https://rarediseases.info.nih.gov/gard/8249/sideroblastic-anemia-pyridoxine-refractory-autosomal-recessive,,C0002896,T047,Disorders,Pyridoxine refractory sideroblastic anemia|Refractory anemia with ringed sideroblasts|RARS,0005625-3,Sideroblastic anemia pyridoxine-refractory autosomal recessive,What causes Sideroblastic anemia pyridoxine-refractory autosomal recessive?,Sideroblastic anemia pyridoxine-refractory autosomal recessive is caused by mutations in the SLC25A38 gene. It is inherited in an autosomal recessive fashion. Click here to learn more about autosomal recessive inheritance.
causes,10705,0000178,GARD,https://rarediseases.info.nih.gov/gard/5761/afibrinogenemia,,C0001733,T047,Disorders,Afibrinogenemia congenital|Congenital afibrinogenemia,0000178-3,Afibrinogenemia,What causes Afibrinogenemia?,"Afibrinogenemia is caused by a severe lack of fibrinogen (coagulation factor I), a protein in the blood that is essential in the blood clotting (coagulation) process. This defect in fibrinogen synthesis can result from mutations in one or another of the fibrinogen genes alpha (FGA), beta (FGB) or gamma (FGG)."
causes,5607,0004887,GARD,https://rarediseases.info.nih.gov/gard/10723/pineal-cyst,,C1335411,T033,Disorders,,0004887-3,Pineal cyst,What causes Pineal cyst?,"The exact cause of pineal cysts is unknown. However, some studies suggest that bleeding in the pineal region or hormonal influences may play a role in the development and progression of pineal cysts."
causes,6324,0002215,GARD,https://rarediseases.info.nih.gov/gard/2237/factor-v-deficiency,,C0015499,T047,Disorders,,0002215-3,Factor V deficiency,What causes Factor V deficiency?,"Factor V deficiency is caused by mutations in the F5 gene that prevent the production of a functional factor V protein or decrease the amount of the protein in the bloodstream. Mutations are present in both copies of the F5 gene in each cell, which prevents blood from clotting normally."
causes,7559,0002713,GARD,https://rarediseases.info.nih.gov/gard/6561/hairy-tongue,,C0040414,T047,Disorders,Lingua villosa,0002713-2,Hairy tongue,What causes Hairy tongue?,"The exact cause is unknown; however, smoking, alcohol, dehydration, use of antibiotics, low saliva production, trigeminal neuralgia, poor oral hygiene and cranial radiation therapy have shown to bring about hairy tongue."
causes,9825,0002391,GARD,https://rarediseases.info.nih.gov/gard/6455/floating-harbor-syndrome,,C0729582|C0039082,T047,Disorders,"Short stature with delayed bone age, expressive language delay, a triangular face with a prominent nose and deep-set eyes|Pelletier-Leisti syndrome|FHS",0002391-3,Floating-Harbor syndrome,What causes Floating-Harbor syndrome?,The exact cause of Floating-Harbor syndrome is not known. Autosomal dominant inheritance has been suggested.
causes,13017,0000006_1,CancerGov,https://www.cancer.gov/types/brain/patient/adult-brain-treatment-pdq,,C1377678,T191,Disorders,,0000006_1-3,Adult Central Nervous System Tumors,What causes Adult Central Nervous System Tumors?,The cause of most adult brain and spinal cord tumors is not known.
causes,6046,0000765,GARD,https://rarediseases.info.nih.gov/gard/5940/blue-rubber-bleb-nevus-syndrome,,C0346072|C0027960|C1456781|C3665593,T019|T191,Disorders,Bean syndrome|Blue rubber bleb nevus|BRBNS,0000765-3,Blue rubber bleb nevus syndrome,What causes Blue rubber bleb nevus syndrome?,Currently the cause of blue rubber bleb syndrome is not known.
causes,10335,0005201,GARD,https://rarediseases.info.nih.gov/gard/3103/punctate-palmoplantar-keratoderma-type-i,,C1274216,T019,Disorders,"Buschke fischer brauer syndrome|Keratodermia palmoplantaris papulosa, Buschke-Fischer-Brauer type|Type I punctate palmoplantar keratoderma|Keratoderma, palmoplantar punctate type 1|Keratosis palmoplantaris papulosa|Palmoplantar keratoderma",0005201-3,Punctate palmoplantar keratoderma type I,What causes Punctate palmoplantar keratoderma type I?,"Punctate palmoplantar keratoderma type 1 is a condition that is usually inherited in an autosomal dominant manner. It has recently been shown to be caused by mutations in the AAGAB gene in several families. Although the exact function of the AAGAB gene is currently unknown, the gene is thought to play an important role in skin integrity."
causes,15452,0000056,NIHSeniorHealth,http://nihseniorhealth.gov/problemswithsmell/toc.html,,C0481703,T033,Disorders,,0000056-15,Problems with Smell,What causes Problems with Smell?,"In rare cases, certain medicines such as antibiotics or antihistamines may cause a change in your ability to smell. If you are taking these medications and notice a change in your sense of smell, talk to your doctor. You may be able to adjust or change your medicine to one that will not cause a problem with smell."
causes,33417,0000160,NIDDK,http://www.niddk.nih.gov/health-information/health-topics/kidney-disease/medullary-sponge-kidney-msk/Pages/index.aspx,,C0022681,T019|T047,Disorders,,0000160-3,Medullary Sponge Kidney,What causes Medullary Sponge Kidney?,"Scientists do not fully understand the cause of medullary sponge kidney or why cysts form in the tubules during fetal development. Even though medullary sponge kidney is present at birth, most cases do not appear to be inherited."
causes,8249,0000692,GARD,https://rarediseases.info.nih.gov/gard/10287/benign-rolandic-epilepsy-bre,,C2363129|C0376532,T047,Disorders,Benign rolandic epilepsy of childhood (BREC)|Benign epilepsy with centro-temporal spikes (BECTS)|Benign epilepsy of childhood with centrotemporal spikes (BECCT),0000692-3,Benign rolandic epilepsy (BRE),What causes Benign rolandic epilepsy (BRE)?,"Benign rolandic epilepsy is a genetic syndrome with an autosomal dominant mode of inheritance. Although the gene associated with the condition has not been identified, Neubauer et al. (1998) found evidence of linkage to chromosome 15q. Juvenile myoclonic epilepsy has been mapped to the same region."
causes,8104,0002665,GARD,https://rarediseases.info.nih.gov/gard/6546/granuloma-annulare,,C0085074,T047,Disorders,,0002665-3,Granuloma annulare,What causes Granuloma annulare?,"The cause of granuloma annulare is unknown, although there is much evidence that it is linked to the immune system. It has been reported to follow insect bites; sun exposure; tuberculin skin tests, ingestion of allopurinol; trauma; and viral infections, including Epstein-Barr, HIV, hepatitis C, and herpes zoster. Occasionally, granuloma annulare may be associated with diabetes or thyroid disease."
causes,15736,0000018,NIHSeniorHealth,http://nihseniorhealth.gov/drymouth/toc.html,,C0043352,T184,Disorders,,0000018-12,Dry Mouth,What causes Dry Mouth?,Some diseases affect the salivary glands. Sjgren's syndrome and diabetes can cause dry mouth. Injury to the head or neck can damage the nerves that tell salivary glands to make saliva.
causes,7918,0005123,GARD,https://rarediseases.info.nih.gov/gard/7479/prune-belly-syndrome,,C0033770,T019|T047,Disorders,"Eagle-Barrett syndrome|Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism|ACTG2-related disorders",0005123-3,Prune belly syndrome,What causes Prune belly syndrome?,"The underlying cause of prune belly syndrome is unknown. The condition may occur if there is a blockage preventing the flow of urine through the urinary tract. The blockage can cause the urine to flow back into the bladder, enlarging it."
